"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","preliminary_winner","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-01","1-1529-6",128,"Sohaila Sahar","سهیلا سحر","سهیلا سحر","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1010-32",129,"Obaidullah Kalimzai Wardak"," عبیدالله کلیمزی وردک"," عبیدالله کلیمزی وردک","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",3907233,NA,NA
"General","G-01","1-1103-149",130,"Mohammad Ibrahim Fedaye","محمد ابراهیم فدای","محمد ابراهیم فدای","NO","M","حزب وحدت اسالمی مردم افغانستان","Hezb-e Wahdat Islami Mardum-e Afghanistan","Islamic Unity Party of Afghanistan","22",NA,NA,NA,NA,NA,NA
"General","G-01","1-1631-1210",131,"Laila Ali","لیلا علی ","لیلا علی ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1424-173",132,"Shaima Rahimi","شیما رحیمی ","شیما رحیمی ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1287-68",133,"Mustafa Sultani","مصطفی سلطانی","مصطفی سلطانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1216-47",134,"Ahmad Zaki Zahed","احمد ذکی زاهد ","احمد ذکی زاهد ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1784-3072",135,"Sayed Assadullah Hashimi","سید اسدالله  هاشمی","سید اسدالله  هاشمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1478-72",136,"Ajmal Balochzadah","اجمل بلوچ زاده ","اجمل بلوچ زاده ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1831-147",137,"Deen Mohammad Darwishi","دین محمد درویشی ","دین محمد درویشی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1895-177",138,"sayed Ibrahim Hashemi","سید ابراهیم هاشیمی ","سید ابراهیم هاشیمی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1111-151",139,"Ustad Robaba Parwani Darwish","استاد ربابه پروانی درویش","استاد ربابه پروانی درویش","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",3861413,NA,NA
"General","G-01","1-1279-222",140,"Mariam Yousufi","مریم یوسفی","مریم یوسفی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1440-71",141,"Mohammad Nazir Ahmadzai","محمد نذیر احمدزی","محمد نذیر احمدزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",6168130,NA,NA
"General","G-01","1-1178-72",142,"Zahra Sepher","زهرا سپهر","زهرا سپهر","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1117-1019",143,"Helai Ershad","هیلۍ  ارشاد","هیلۍ  ارشاد","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1147-213",144,"Eng. Rohullah Zarif","انجنیر روح الله ظریف","انجنیر روح الله ظریف","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1544-3",145,"Farida Sediqi","فریده صدیقی ","فریده صدیقی ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1031-1011",146,"Mawla Mohammad Paiman Akakhel","مولا محمد ‍‍‍پیمان اکاخیل","مولا محمد ‍‍‍پیمان اکاخیل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1733-168",147,"Mohammad Nabi Ayani","محمد نبی عیانی","محمد نبی عیانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1359-3057",148,"Mohammad Edris Stanikzai","محمد ادریس  ستانکزی ","محمد ادریس  ستانکزی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1747-181",149,"Sayed Paiwand Ali Sajadi","سید پیوند علی سجادی","سید پیوند علی سجادی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1051-43",150,"Dr. Sayed Makhdom Rahin","دکتور سید مخدوم رهین","دکتور سید مخدوم رهین","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1096-16",151,"Alhaj Shir Aqa Mohammadi","الحاج شیراقا محمدی","الحاج شیراقا محمدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1442-4",152,"Alhaj Abdul Qayoum Khairkhwah","الحاج عبدالقیوم خیرخواه","الحاج عبدالقیوم خیرخواه","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1138-3053",153,"Ahmadullah Aksir","احمدالله  اکسیر","احمدالله  اکسیر","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1024-53",154,"Mawlana Mohammad Qasem Wazirzada","مولانا محمد قاسم وزیرزاده","مولانا محمد قاسم وزیرزاده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1313-64",155,"Haji Mohammad Zaman Rajabi","حاجی محمد زمان رجبی","حاجی محمد زمان رجبی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1659-122",156,"Arezo Akbari","آرزو اکبری","آرزو اکبری","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1503-1199",157,"Eng. Karimullah Waziri"," انجنیر کریم الله وزیری"," انجنیر کریم الله وزیری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1613-65",158,"Ahmadullah Barikzai","احمد الله بارکزی","احمد الله بارکزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1822-141",159,"Mohammad Yousuf Nawabi","محمد یوسف نوابی","محمد یوسف نوابی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1560-1014",160,"Toryalai Shofaye","توریالی شوفه یی","توریالی شوفه یی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1535-45",161,"Mohammad Ibrahim Qasemi","محمد ابراهیم قاسمی","محمد ابراهیم قاسمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",5167932,"Yes","01-36-0022"
"General","G-01","1-1793-167",162,"Dr. Ajmal Aazem","داکتر اجمل عازم ","داکتر اجمل عازم ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1644-87",163,"Mohammad Yaqoob Zalmai Naseri","محمد یعقوب زلمی ناصری","محمد یعقوب زلمی ناصری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1098-175",164,"Sayed Aziz Ahmad Wardak","سید عزیز احمد وردک","سید عزیز احمد وردک","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1325-39",165,"Abdul Hafiz Mansoor","عبدالحفیظ منصور","عبدالحفیظ منصور","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",4754128,NA,NA
"General","G-01","1-1737-251",166,"Mawezuddin Osmani","موعیزالدین عثمانی","موعیزالدین عثمانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1243-35",167,"Dr. Mohammad Qasem Elyasi","دکترمحمد قاسم الیاسی","دکترمحمد قاسم الیاسی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1003-13",168,"Freshta Farah","فرشته فرح","فرشته فرح","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1321-71",169,"Aashna Gull Bandawal","اشنا گل بانډه وال","اشنا گل بانډه وال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1525-53",170,"Mohammad Latif Fayaz","محمد لطیف فیاض","محمد لطیف فیاض","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1888-175",171,"Temorshah shahi","تیمورشاه شاهی","تیمورشاه شاهی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1211-78",172,"Abdul Sabor Gardizi","عبدالصبور گردیزی","عبدالصبور گردیزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1399-63",173,"Habib Zaki Rohgar","حبیبه ذکی روهگر","حبیبه ذکی روهگر","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1005-179",174,"Mohammad Azam Azami Dehsabzi","محمد اعظم اعظمی ده سبزی ","محمد اعظم اعظمی ده سبزی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1328-79",175,"Fahima Babakarkhel","فهیمه بابکر خیل","فهیمه بابکر خیل","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1033-16",176,"Mufti Sayed Masood Hashemi","مفتی سید مسعود هاشمی ","مفتی سید مسعود هاشمی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-2002-1033",177,"Leyaqat Ali Faramarz","لیاقت علی فرامرز","لیاقت علی فرامرز","NO","M","حزب متحد ملی افغانستان","Hezb-e Motahid-e Milli Afghanistan","National United Party of Afghanistan","2",NA,NA,NA,NA,NA,NA
"General","G-01","1-1263-3047",178,"Najibullah Islamyar","نجیب الله اسلام یار","نجیب الله اسلام یار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1824-193",179,"Mohammad Nayem Nazari","محمد نعیم نظری","محمد نعیم نظری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1534-62",180,"Haji Mohammad Nawab Totakhel","حاجی محمد نواب طوطا خیل","حاجی محمد نواب طوطا خیل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1792-203",181,"Sahebzada Mohammad Wali Mutaqi","صاحب زاده محمد ولی  متقی","صاحب زاده محمد ولی  متقی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1311-6",182,"Sayed Akbar Shah Hashemi","سید اکبرشاه هاشمی","سید اکبرشاه هاشمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1558-80",183,"Saifuddin Shahab","سیف الدین شهاب","سیف الدین شهاب","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1869-219",184,"Zarghona Wali","زرغونه ولی","زرغونه ولی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1530-63",185,"Dr. jafar mahdawi"," د کتر جعفر مهدوی "," د کتر جعفر مهدوی ","NO","M","حزب ملت افغانستان","Hezb-e Millat Afghanistan","The Afghan Nation Party","42","Yes","Yes","Yes",6176526,NA,NA
"General","G-01","1-1576-133",186,"Pashtonmal Ahmadzai","پشتونمل احمدزی ","پشتونمل احمدزی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1514-3042",187,"Alhaj Mohammad Ibrahim Aasem","الحاج محمد ابراهیم عاصم","الحاج محمد ابراهیم عاصم","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1510-185",188,"Dr. Ahmad Tamim Rahman","داکتر احمد تمیم رحمان","داکتر احمد تمیم رحمان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1413-184",189,"Karimullah Akhondzadah","کریم الله اخندزاده","کریم الله اخندزاده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1720-136",190,"Abdul Baqi Amin","عبدالباقی امین ","عبدالباقی امین ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1191-1055",191,"Somaya Bayat Kazemi","سٌمیه بیات کاظمی","سٌمیه بیات کاظمی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1233-189",192,"Habibullah Esmati","حبیب الله عصمتی","حبیب الله عصمتی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1690-120",193,"Rahimullah Hanifi","رحیم الله حنیفی","رحیم الله حنیفی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1894-143",194,"Haji Salim Logarwal","حاجی سلیم لوگروال","حاجی سلیم لوگروال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1206-66",195,"Dr. Abdul Rashid Janbaz","داکتر عبدالرشید جانباز","داکتر عبدالرشید جانباز","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1845-3038",196,"Shakila Nawid","شکیلا نوید","شکیلا نوید","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1574-167",197,"Eng. Ahmad Fahim Nasimyar","انجنیر احمد فهیم نسیمیار","انجنیر احمد فهیم نسیمیار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1722-145",198,"Dr. Sayed Abdul Wahab Rahmani","داکترسید عبدالوهاب رحمانی","داکترسید عبدالوهاب رحمانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1223-100",199,"Haji Mohammad Dawood Kalakani","حاجی محمد داود کلکانی","حاجی محمد داود کلکانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",5755111,"Yes","01-41-0022"
"General","G-01","1-1167-148",200,"Mohammad Tariq Eqtedari","محمد طارق اقتداری","محمد طارق اقتداری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1299-1040",201,"Abdul Samad stanikzai","عبدالصمد ستانکزی","عبدالصمد ستانکزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1770-199",202,"Farid Ahmad Nezami","فرید احمد نظامی","فرید احمد نظامی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1843-141",203,"Mahsa Qurbani","مهسا قربانی ","مهسا قربانی ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1378-159",204,"Khaleqdad Balaaghi","خالقداد بلاغی ","خالقداد بلاغی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1693-3045",205,"Toorpekai Patman","تورپیکی پتمن","تورپیکی پتمن","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",3612624,NA,NA
"General","G-01","1-1547-22",206,"Dr. Abdul Ali Mohammadi","دوکتور عبدالعلی محمدی","دوکتور عبدالعلی محمدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1635-21",207,"Mohammad Mahdi Taqadusi","محمد مهدی تقدسی","محمد مهدی تقدسی","NO","M","جزب حراست اسالمی افغانستان","Hezb-e Herasat e Islami Afghanistan","Islamic Protective Party of Afghanistan","52",NA,NA,NA,NA,NA,NA
"General","G-01","1-1284-32",208,"Sayed Baqer Mohseni Kazemi","سید باقر محسنی کاظمی","سید باقر محسنی کاظمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1408-111",209,"Mohammad Shafiq Basharyar","محمد شفیق بشریار","محمد شفیق بشریار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1506-109",210,"Alhaj Mirza Mohammad Safi","الحاج میرزا محمد صافی","الحاج میرزا محمد صافی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
